
metadata
ID	name	desc	time	keywords	minlat	minlon	maxlat	maxlon	
1			2017-11-11T16:04:42Z		50.082763032987714	19.850719040259719	50.083149019628763	19.854347985237837	

author
ID	name	email	

copyright
year	license	author	

link
metadataID	authorID	wptID	rteptID	trkptID	rteID	trkID	text	type	href	
1							"Garmin International"		http://www.garmin.com	

rte
ID	name	cmt	desc	src	number	type	IsAutoNamed	DisplayColor	TransportationMode	TripName	Date	DayNumber	

rtept
ID	rteID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	DepartureTime	StopDuration	ArrivalTime	CalculationMode	ElevationMode	NamedRoad_Name	NamedRoad_Id	NamedRoad_ProductId	TransportationMode	

wpt
ID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	Proximity	Temperature	Depth	DisplayMode	Samples	Expiration	CreationTime	
124	50.082766972482204	19.852362982928753	195.29096999999999	2017-10-11T11:19:58Z			"20524133!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:19:58Z	
125	50.082764960825443	19.852379998192191	195.481323	2017-10-11T11:20:07Z			"20524134!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:20:07Z	
126	50.082781976088881	19.852363988757133	195.373108	2017-10-11T11:20:18Z			"20524135!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:20:18Z	
127	50.082763032987714	19.852358037605882	195.50521900000001	2017-10-11T11:20:29Z			"20524136!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:20:29Z	
128	50.082763032987714	19.85235502012074	195.32545500000001	2017-10-11T11:20:40Z			"20524137!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:20:40Z	
129	50.082775019109249	19.852343033999205	195.56321700000001	2017-10-11T11:20:50Z			"20524138!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:20:50Z	
130	50.082768984138966	19.85235502012074	195.896286	2017-10-11T11:21:01Z			"20524139!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:21:01Z	
131	50.082768984138966	19.852358037605882	195.380798	2017-10-11T11:21:09Z			"20524140!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:21:09Z	
132	50.082770995795727	19.852371029555798	195.34667999999999	2017-10-11T11:21:21Z			"20524141!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:21:21Z	
133	50.08277602493763	19.852367006242275	194.55903599999999	2017-10-11T11:21:34Z			"20524142!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:21:34Z	
134	50.082775019109249	19.85235502012074	194.73814400000001	2017-10-11T11:21:46Z			"20524143!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:21:46Z	
135	50.082782981917262	19.852362982928753	195.21745300000001	2017-10-11T11:21:55Z			"20524144!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:21:55Z	
